Part Family,Material Grade,Threading Type,Coating Type,Weight (MT),Length (inches),Diameter (inches),RM Cost/MT,Volume,Alpha,Beta,Gamma,Price
USA,4130,JFE Lion,Carbide Coating,21,19,18,"$1,690.50",4834.911094,1.8,1.15,1.1,"$5,229,654.74"
USA,F22,VAM TOP®,Cu Plating,19,76,7,"$2,528.07",2924.82276,2.5,1.2,1.02,"$6,357,939.56"
Europe,4130,VAM TOP®,Ni Plating,140,105,23,"$1,470.00",43624.94099,1.8,1.2,1.05,"$40,869,710.12"
China,4130,JFE Lion,Xylan Coating,70,51,38,"$1,370.00",57839.86235,1.8,1.15,1.01,"$46,552,805.30"
India,4130,JFE Lion,Phosphating,41,139,21,"$1,190.00",48144.12202,1.8,1.15,1,"$33,324,749.83"
Romania,F22,VAM TOP®,Phosphating,192,39,16,"$2,415.00",7841.415263,2.5,1.2,1,"$15,963,906.06"
China,4130,TenarisHydril Blue®,Carbide Coating,117,88,5,"$1,370.00",1727.875959,1.8,1.17,1.1,"$1,540,956.93"
China,F22,VAM TOP®,Ni Plating,189,8,2,"$1,830.00",25.13274123,2.5,1.2,1.05,"$40,710.63"
Singapore,F22,JFE Lion,Phosphating,49,28,27,"$2,215.29",16031.54731,2.5,1.15,1,"$28,691,298.05"
Romania,4130,VAM TOP®,Phosphating,70,23,33,"$1,609.20",19671.8678,1.8,1.2,1,"$19,213,907.35"
Europe,F22,JFE Lion,Xylan Coating,132,72,24,"$2,400.00",32572.03263,2.5,1.15,1.01,"$63,785,453.21"
India,F22,TenarisHydril Blue®,Carbide Coating,133,9,36,"$1,998.00",9160.884178,2.5,1.17,1.1,"$16,548,466.37"
India,F22,TenarisHydril Blue®,Xylan Coating,42,66,34,"$1,998.00",59922.73827,2.5,1.17,1.01,"$99,389,544.21"
Romania,4130,TenarisHydril Blue®,Ni Plating,87,119,26,"$1,609.20",63180.56986,1.8,1.17,1.05,"$63,175,334.26"
Brazil,4130,JFE Lion,Cu Plating,119,123,28,"$1,781.00",75737.51569,1.8,1.15,1.02,"$80,029,814.84"
Brazil,F22,VAM TOP®,Phosphating,78,127,15,"$2,379.00",22442.75252,2.5,1.2,1,"$45,008,872.85"
Romania,4130,VAM TOP®,Ni Plating,111,16,36,"$1,609.20",16286.01632,1.8,1.2,1.05,"$16,702,222.30"
Romania,4130,JFE Lion,Ni Plating,85,5,20,"$1,609.20",1570.796327,1.8,1.15,1.05,"$1,543,817.17"
Singapore,F22,JFE Lion,Cu Plating,39,124,28,"$2,215.29",76353.26785,2.5,1.15,1.02,"$139,380,672.93"
Brazil,4130,VAM TOP®,Cu Plating,98,130,39,"$1,781.00",155296.7788,1.8,1.2,1.02,"$171,232,662.67"
Brazil,F22,VAM TOP®,Cu Plating,115,15,35,"$2,379.00",14431.69125,2.5,1.2,1.02,"$29,521,567.78"
Romania,F22,JFE Lion,Carbide Coating,185,4,1,"$2,415.00",3.141592654,2.5,1.15,1.1,"$6,742.23"
Europe,4130,VAM TOP®,Cu Plating,139,87,30,"$1,470.00",61496.67619,1.8,1.2,1.02,"$55,966,638.26"
Romania,F22,VAM TOP®,Cu Plating,176,18,4,"$2,415.00",226.1946711,2.5,1.2,1.02,"$469,707.24"
China,F22,TenarisHydril Blue®,Phosphating,73,9,2,"$1,830.00",28.27433388,2.5,1.17,1,"$42,528.07"
Brazil,4130,JFE Lion,Carbide Coating,141,103,39,"$1,781.00",123042.8325,1.8,1.15,1.1,"$140,213,422.46"
Europe,F22,VAM TOP®,Cu Plating,25,56,25,"$2,400.00",27488.93572,2.5,1.2,1.02,"$56,727,927.04"
Europe,F22,VAM TOP®,Carbide Coating,72,79,12,"$2,400.00",8934.689507,2.5,1.2,1.1,"$19,884,330.19"
Europe,4130,VAM TOP®,Carbide Coating,54,83,39,"$1,470.00",99151.02034,1.8,1.2,1.1,"$97,312,197.25"
Europe,4130,TenarisHydril Blue®,Carbide Coating,171,109,38,"$1,470.00",123618.5293,1.8,1.17,1.1,"$118,292,791.15"
Brazil,4130,VAM TOP®,Xylan Coating,121,73,15,"$1,781.00",12900.16483,1.8,1.2,1.01,"$14,084,473.72"
Europe,4130,VAM TOP®,Carbide Coating,55,77,18,"$1,470.00",19594.11338,1.8,1.2,1.1,"$19,230,727.22"
Europe,4130,TenarisHydril Blue®,Cu Plating,198,52,6,"$1,470.00",1470.265362,1.8,1.17,1.02,"$1,304,601.64"
India,F22,JFE Lion,Carbide Coating,101,32,35,"$1,998.00",30787.60801,2.5,1.15,1.1,"$54,664,865.81"
India,F22,TenarisHydril Blue®,Ni Plating,81,133,33,"$1,998.00",113754.7138,2.5,1.17,1.05,"$196,149,125.11"
Singapore,F22,VAM TOP®,Cu Plating,2,63,15,"$2,215.29",11133.01897,2.5,1.2,1.02,"$21,206,611.60"
Romania,F22,TenarisHydril Blue®,Xylan Coating,129,58,15,"$2,415.00",10249.44603,2.5,1.17,1.01,"$20,548,072.63"
Singapore,4130,TenarisHydril Blue®,Ni Plating,86,83,36,"$1,473.45",84483.70964,1.8,1.17,1.05,"$77,350,364.43"
Singapore,F22,TenarisHydril Blue®,Ni Plating,33,37,16,"$2,215.29",7439.291404,2.5,1.17,1.05,"$14,222,752.32"
USA,4130,TenarisHydril Blue®,Phosphating,1,8,13,"$1,690.50",1061.858317,1.8,1.17,1,"$1,062,298.17"
USA,4130,VAM TOP®,Phosphating,195,2,40,"$1,690.50",2513.274123,1.8,1.2,1,"$2,578,784.82"
China,4130,TenarisHydril Blue®,Ni Plating,81,137,35,"$1,370.00",131809.4468,1.8,1.17,1.05,"$112,207,294.31"
China,F22,JFE Lion,Carbide Coating,112,14,15,"$1,830.00",2474.004215,2.5,1.15,1.1,"$4,023,355.23"
Romania,F22,TenarisHydril Blue®,Xylan Coating,52,128,39,"$2,415.00",152907.5976,2.5,1.17,1.01,"$306,548,901.54"
China,F22,VAM TOP®,Cu Plating,78,116,11,"$1,830.00",11023.84862,2.5,1.2,1.02,"$17,346,508.65"
Singapore,F22,JFE Lion,Xylan Coating,20,125,21,"$2,215.29",43295.07376,2.5,1.15,1.01,"$78,259,057.57"
Romania,4130,VAM TOP®,Ni Plating,92,46,9,"$1,609.20",2926.393557,1.8,1.2,1.05,"$3,001,180.57"
Singapore,4130,TenarisHydril Blue®,Xylan Coating,178,74,33,"$1,473.45",63292.0964,1.8,1.17,1.01,"$55,740,510.83"
Europe,F22,JFE Lion,Xylan Coating,84,133,16,"$2,400.00",26741.23667,2.5,1.15,1.01,"$52,367,069.61"
India,F22,JFE Lion,Xylan Coating,65,48,26,"$1,998.00",25484.59961,2.5,1.15,1.01,"$41,546,920.72"
USA,F22,VAM TOP®,Carbide Coating,92,37,36,"$2,528.07",37661.41273,2.5,1.2,1.1,"$88,288,870.69"
Brazil,F22,JFE Lion,Cu Plating,30,51,33,"$2,379.00",43620.2286,2.5,1.15,1.02,"$85,511,932.24"
India,F22,JFE Lion,Phosphating,125,95,39,"$1,998.00",113486.1076,2.5,1.15,1,"$183,181,813.21"
USA,F22,JFE Lion,Xylan Coating,167,85,20,"$2,528.07",26703.53756,2.5,1.15,1.01,"$55,083,742.08"
India,4130,VAM TOP®,Carbide Coating,103,27,16,"$1,190.00",5428.672105,1.8,1.2,1.1,"$4,313,137.75"
Brazil,F22,JFE Lion,Carbide Coating,114,104,39,"$2,379.00",124237.4231,2.5,1.15,1.1,"$262,653,825.65"
Romania,4130,TenarisHydril Blue®,Ni Plating,17,9,34,"$1,609.20",8171.282492,1.8,1.17,1.05,"$8,170,605.36"
USA,4130,VAM TOP®,Carbide Coating,124,9,6,"$1,690.50",254.4690049,1.8,1.2,1.1,"$287,212.16"
India,4130,JFE Lion,Xylan Coating,78,78,26,"$1,190.00",41412.47436,1.8,1.15,1.01,"$28,951,840.70"
Romania,F22,VAM TOP®,Carbide Coating,26,32,35,"$2,415.00",30787.60801,2.5,1.2,1.1,"$68,946,677.60"
Singapore,F22,VAM TOP®,Ni Plating,4,52,29,"$2,215.29",34347.03248,2.5,1.2,1.05,"$67,349,857.56"
USA,F22,JFE Lion,Phosphating,109,112,24,"$2,528.07",50667.60632,2.5,1.15,1,"$103,481,723.04"
China,4130,JFE Lion,Cu Plating,87,39,5,"$1,370.00",765.7632093,1.8,1.15,1.02,"$622,431.98"
USA,4130,TenarisHydril Blue®,Carbide Coating,81,112,33,"$1,690.50",95793.44319,1.8,1.17,1.1,"$105,416,436.40"
China,F22,JFE Lion,Cu Plating,60,14,21,"$1,830.00",4849.048261,2.5,1.15,1.02,"$7,312,265.25"
Singapore,F22,TenarisHydril Blue®,Phosphating,87,125,9,"$2,215.29",7952.156404,2.5,1.17,1,"$14,479,304.14"
Romania,F22,VAM TOP®,Cu Plating,65,116,40,"$2,415.00",145769.8991,2.5,1.2,1.02,"$302,700,218.69"
USA,F22,TenarisHydril Blue®,Cu Plating,41,43,36,"$2,528.07",43768.66885,2.5,1.17,1.02,"$92,765,138.13"
Romania,4130,TenarisHydril Blue®,Xylan Coating,14,9,16,"$1,609.20",1809.557368,1.8,1.17,1.01,"$1,740,477.61"
Romania,4130,VAM TOP®,Xylan Coating,29,95,37,"$1,609.20",102144.9581,1.8,1.2,1.01,"$100,764,697.05"
Romania,F22,VAM TOP®,Phosphating,40,116,26,"$2,415.00",61587.78238,2.5,1.2,1,"$125,383,178.82"
Brazil,F22,VAM TOP®,Xylan Coating,196,117,23,"$2,379.00",48610.64853,2.5,1.2,1.01,"$98,463,394.89"
Europe,4130,VAM TOP®,Xylan Coating,191,119,25,"$1,470.00",58413.9884,1.8,1.2,1.01,"$52,639,970.80"
Romania,F22,TenarisHydril Blue®,Xylan Coating,31,107,8,"$2,415.00",5378.406623,2.5,1.17,1.01,"$10,782,620.80"
China,F22,VAM TOP®,Carbide Coating,173,14,18,"$1,830.00",3562.566069,2.5,1.2,1.1,"$6,045,528.55"
India,F22,VAM TOP®,Carbide Coating,72,53,30,"$1,998.00",37463.49239,2.5,1.2,1.1,"$69,410,313.20"
Singapore,F22,JFE Lion,Phosphating,180,111,9,"$2,215.29",7061.514887,2.5,1.15,1,"$12,637,833.67"
Brazil,F22,JFE Lion,Cu Plating,8,53,13,"$2,379.00",7034.81135,2.5,1.15,1.02,"$13,790,856.46"
Romania,4130,TenarisHydril Blue®,Carbide Coating,118,61,37,"$1,609.20",65587.81523,1.8,1.17,1.1,"$68,705,350.63"
India,4130,TenarisHydril Blue®,Xylan Coating,100,10,5,"$1,190.00",196.3495408,1.8,1.17,1.01,"$139,657.07"
Singapore,F22,JFE Lion,Phosphating,1,59,16,"$2,215.29",11862.65386,2.5,1.15,1,"$21,230,323.62"
China,4130,TenarisHydril Blue®,Carbide Coating,147,21,4,"$1,370.00",263.8937829,1.8,1.17,1.1,"$235,346.15"
China,F22,JFE Lion,Phosphating,58,57,23,"$1,830.00",23682.11082,2.5,1.15,1,"$35,011,899.06"
India,F22,TenarisHydril Blue®,Carbide Coating,119,36,5,"$1,998.00",706.8583471,2.5,1.17,1.1,"$1,276,887.84"
USA,F22,TenarisHydril Blue®,Cu Plating,44,51,36,"$2,528.07",51911.67701,2.5,1.17,1.02,"$110,023,768.47"
USA,4130,JFE Lion,Ni Plating,20,37,30,"$1,690.50",26153.75884,1.8,1.15,1.05,"$27,003,201.33"
Brazil,4130,JFE Lion,Xylan Coating,170,20,30,"$1,781.00",14137.16694,1.8,1.15,1.01,"$14,791,913.04"
Brazil,4130,TenarisHydril Blue®,Carbide Coating,143,67,22,"$1,781.00",25468.89164,1.8,1.17,1.1,"$29,527,816.76"
USA,4130,VAM TOP®,Carbide Coating,72,64,23,"$1,690.50",26590.44022,1.8,1.2,1.1,"$30,011,897.79"
USA,F22,VAM TOP®,Cu Plating,23,48,32,"$2,528.07",38603.89053,2.5,1.2,1.02,"$83,916,607.20"
USA,F22,VAM TOP®,Xylan Coating,123,127,20,"$2,528.07",39898.2267,2.5,1.2,1.01,"$85,879,921.16"
Romania,4130,JFE Lion,Cu Plating,91,97,11,"$1,609.20",9218.218244,1.8,1.15,1.02,"$8,801,037.00"
Romania,F22,JFE Lion,Cu Plating,63,132,13,"$2,415.00",17520.66223,2.5,1.15,1.02,"$34,866,792.16"
Europe,4130,JFE Lion,Carbide Coating,81,102,23,"$1,470.00",42378.5141,1.8,1.15,1.1,"$39,859,551.75"
Europe,F22,VAM TOP®,Cu Plating,30,20,39,"$2,400.00",23891.81213,2.5,1.2,1.02,"$49,304,672.59"
Brazil,F22,TenarisHydril Blue®,Xylan Coating,46,85,5,"$2,379.00",1668.971097,2.5,1.17,1.01,"$3,296,073.00"
India,4130,VAM TOP®,Cu Plating,3,66,9,"$1,190.00",4198.738582,1.8,1.2,1.02,"$3,093,328.48"
USA,F22,TenarisHydril Blue®,Phosphating,30,111,40,"$2,528.07",139486.7138,2.5,1.17,1,"$289,837,201.76"
Singapore,4130,TenarisHydril Blue®,Carbide Coating,140,76,11,"$1,473.45",7222.521511,1.8,1.17,1.1,"$6,927,581.10"
Singapore,F22,TenarisHydril Blue®,Xylan Coating,177,113,16,"$2,215.29",22719.99807,2.5,1.17,1.01,"$41,782,309.46"
Brazil,4130,VAM TOP®,Cu Plating,42,110,9,"$1,781.00",6997.897636,1.8,1.2,1.02,"$7,715,991.63"
China,4130,VAM TOP®,Phosphating,49,101,33,"$1,370.00",86385.15859,1.8,1.2,1,"$71,832,300.13"
Europe,F22,TenarisHydril Blue®,Ni Plating,181,74,33,"$2,400.00",63292.0964,2.5,1.17,1.05,"$131,093,817.95"
Romania,F22,VAM TOP®,Xylan Coating,52,47,26,"$2,415.00",24953.67045,2.5,1.2,1.01,"$51,309,823.26"
Singapore,4130,TenarisHydril Blue®,Ni Plating,166,122,28,"$1,473.45",75121.76353,1.8,1.17,1.05,"$68,778,890.17"
China,F22,JFE Lion,Carbide Coating,135,130,4,"$1,830.00",1633.62818,2.5,1.15,1.1,"$2,656,691.71"
Europe,4130,TenarisHydril Blue®,Xylan Coating,140,105,24,"$1,470.00",47500.88092,1.8,1.17,1.01,"$41,735,446.02"
Europe,4130,JFE Lion,Phosphating,145,132,37,"$1,470.00",141927.7313,1.8,1.15,1,"$121,356,002.10"
Singapore,4130,VAM TOP®,Ni Plating,73,92,28,"$1,473.45",56649.19873,1.8,1.2,1.05,"$53,195,947.00"
India,F22,VAM TOP®,Xylan Coating,48,64,7,"$1,998.00",2463.00864,2.5,1.2,1.01,"$4,189,964.73"
China,F22,TenarisHydril Blue®,Cu Plating,106,96,24,"$1,830.00",43429.37684,2.5,1.17,1.02,"$66,629,576.00"
Singapore,F22,TenarisHydril Blue®,Phosphating,42,84,3,"$2,215.29",593.7610115,2.5,1.17,1,"$1,081,121.38"
Europe,F22,JFE Lion,Ni Plating,64,28,27,"$2,400.00",16031.54731,2.5,1.15,1.05,"$32,637,745.44"
China,F22,VAM TOP®,Carbide Coating,129,137,39,"$1,830.00",163658.9131,2.5,1.2,1.1,"$277,722,465.51"
Romania,F22,JFE Lion,Cu Plating,97,8,6,"$2,415.00",226.1946711,2.5,1.15,1.02,"$450,136.10"
India,4130,VAM TOP®,Phosphating,53,11,9,"$1,190.00",699.7897636,1.8,1.2,1,"$505,445.83"
Brazil,4130,VAM TOP®,Carbide Coating,116,97,18,"$1,781.00",24683.49348,1.8,1.2,1.1,"$29,351,026.97"
Romania,F22,JFE Lion,Carbide Coating,106,5,15,"$2,415.00",883.5729338,2.5,1.15,1.1,"$1,896,253.49"
India,4130,VAM TOP®,Phosphating,37,35,28,"$1,190.00",21551.3256,1.8,1.2,1,"$15,566,143.18"
India,4130,VAM TOP®,Cu Plating,132,52,33,"$1,190.00",44475.5272,1.8,1.2,1.02,"$32,766,368.34"
Brazil,F22,TenarisHydril Blue®,Phosphating,68,89,12,"$2,379.00",10065.66286,2.5,1.17,1,"$19,681,990.26"
Brazil,4130,JFE Lion,Xylan Coating,100,85,30,"$1,781.00",60082.9595,1.8,1.15,1.01,"$62,865,630.43"
China,4130,JFE Lion,Carbide Coating,150,57,21,"$1,370.00",19742.55363,1.8,1.15,1.1,"$17,305,862.32"
Brazil,4130,VAM TOP®,Xylan Coating,129,40,30,"$1,781.00",28274.33388,1.8,1.2,1.01,"$30,870,079.39"
China,F22,JFE Lion,Ni Plating,178,113,10,"$1,830.00",8874.999246,2.5,1.15,1.05,"$13,776,943.67"
USA,F22,VAM TOP®,Cu Plating,84,134,27,"$2,528.07",76722.40499,2.5,1.2,1.02,"$166,778,110.58"
Romania,F22,VAM TOP®,Ni Plating,112,97,2,"$2,415.00",304.7344874,2.5,1.2,1.05,"$651,411.79"
Romania,4130,TenarisHydril Blue®,Carbide Coating,122,64,18,"$1,609.20",16286.01632,1.8,1.17,1.1,"$17,060,127.06"
China,F22,VAM TOP®,Phosphating,110,126,36,"$1,830.00",128252.3785,2.5,1.2,1,"$197,853,661.77"
Singapore,4130,JFE Lion,Xylan Coating,32,85,26,"$1,473.45",45128.97847,1.8,1.15,1.01,"$39,065,100.44"
Romania,F22,VAM TOP®,Ni Plating,199,83,10,"$2,415.00",6518.804756,2.5,1.2,1.05,"$13,934,839.87"
Europe,F22,TenarisHydril Blue®,Xylan Coating,191,108,12,"$2,400.00",12214.51224,2.5,1.17,1.01,"$24,335,537.04"
Brazil,4130,JFE Lion,Ni Plating,141,138,32,"$1,781.00",110986.1853,1.8,1.15,1.05,"$120,725,443.16"
Brazil,4130,TenarisHydril Blue®,Xylan Coating,177,105,8,"$1,781.00",5277.875658,1.8,1.17,1.01,"$5,618,354.45"
USA,F22,JFE Lion,Phosphating,169,138,37,"$2,528.07",148378.9918,2.5,1.15,1,"$303,043,993.05"
Europe,4130,VAM TOP®,Phosphating,19,118,40,"$1,470.00",148283.1732,1.8,1.2,1,"$132,302,873.61"
Brazil,4130,VAM TOP®,Xylan Coating,200,13,33,"$1,781.00",11118.8818,1.8,1.2,1.01,"$12,139,658.72"
Brazil,F22,VAM TOP®,Phosphating,61,117,22,"$2,379.00",44475.5272,2.5,1.2,1,"$89,195,536.37"
China,4130,JFE Lion,Ni Plating,119,43,28,"$1,370.00",26477.34288,1.8,1.15,1.05,"$22,154,447.88"
Romania,F22,VAM TOP®,Phosphating,86,76,28,"$2,415.00",46797.16417,2.5,1.2,1,"$95,271,772.69"
Singapore,F22,TenarisHydril Blue®,Cu Plating,91,1,1,"$2,215.29",0.7853981634,2.5,1.17,1.02,"$1,458.66"
India,F22,JFE Lion,Phosphating,177,21,15,"$1,998.00",3711.006322,2.5,1.15,1,"$5,990,062.41"
India,4130,TenarisHydril Blue®,Ni Plating,63,129,23,"$1,190.00",53596.35607,1.8,1.17,1.05,"$39,631,107.68"
India,4130,TenarisHydril Blue®,Phosphating,96,93,32,"$1,190.00",74795.0379,1.8,1.17,1,"$52,672,560.99"
Europe,F22,JFE Lion,Ni Plating,64,138,11,"$2,400.00",13114.57853,2.5,1.15,1.05,"$26,699,249.13"
Singapore,F22,TenarisHydril Blue®,Carbide Coating,180,12,9,"$2,215.29",763.4070148,2.5,1.17,1.1,"$1,529,014.52"
Europe,F22,JFE Lion,Ni Plating,117,68,22,"$2,400.00",25849.02435,2.5,1.15,1.05,"$52,624,606.99"
Brazil,F22,TenarisHydril Blue®,Phosphating,1,2,1,"$2,379.00",1.570796327,2.5,1.17,1,"$3,071.47"
